NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type
NCT06480838,"Cerebral Autoregulation, Brain Perfusion, and Neurocognitive Outcomes After Traumatic Brain Injury",https://clinicaltrials.gov/study/NCT06480838,RECRUITING,Traumatic Brain Injury With Loss of Consciousness|Brain Injury Traumatic Severe|Brain Injury Traumatic Moderate|TBI (Traumatic Brain Injury)|TBI,,University of Texas Southwestern Medical Center,Albert Einstein College of Medicine|Texas Health Resources|Institute for Exercise and Environmental Medicine|National Institute of Neurological Disorders and Stroke (NINDS),OBSERVATIONAL
NCT06480825,Application of Ultra-high Frequency Ultrasonography (UHFUS) to the Study of Gingival Tissues,https://clinicaltrials.gov/study/NCT06480825,RECRUITING,Gingivitis|Periodontitis,OTHER: Performance of ultrasonographic scan,University of Pisa,,OBSERVATIONAL
NCT06480812,The Role of Synbiotics in Modulating Host Physiology Via the Gut Microbiome,https://clinicaltrials.gov/study/NCT06480812,ACTIVE_NOT_RECRUITING,Healthy,DIETARY_SUPPLEMENT: Synbiotic,Elizabeth Simpson,,INTERVENTIONAL
NCT06480799,Effect of Pectin and Inulin Fibre Supplementation on Glucose and ANS Modulation,https://clinicaltrials.gov/study/NCT06480799,ACTIVE_NOT_RECRUITING,"Diet, Healthy|Systemic Inflammatory Response",DIETARY_SUPPLEMENT: Fibre intervention|DIETARY_SUPPLEMENT: Placebo intervention,Elizabeth Simpson,,INTERVENTIONAL
NCT06480786,SCS for Patient With Painful Diabetic Neuropathy and Peripheral Arterial Disease,https://clinicaltrials.gov/study/NCT06480786,NOT_YET_RECRUITING,"Peripheral Arterial Disease|Painful Diabetic Neuropathy|Diabetes Mellitus, Type 2|Chronic Pain|Spinal Cord Stimulation|Chronic Pain Syndrome|Limb Pain",DEVICE: Spinal cord stimulation|DEVICE: Sham stimulation,University of Nebraska,Nevro Corp,INTERVENTIONAL
NCT06480773,Kaposi Sarcoma Chemotherapy and Research (KS-CARE),https://clinicaltrials.gov/study/NCT06480773,NOT_YET_RECRUITING,Kaposi Sarcoma|HIV,DRUG: standard of care chemotherapy,UNC Lineberger Comprehensive Cancer Center,National Center for Advancing Translational Sciences (NCATS),OBSERVATIONAL
NCT06480760,Effects of Carnosine In Patients With Peripheral Arterial Disease Patients,https://clinicaltrials.gov/study/NCT06480760,NOT_YET_RECRUITING,Peripheral Arterial Disease,DRUG: Carnosine,Shahid Baba,,INTERVENTIONAL
NCT06480747,Strength Training and Muscle Lipids,https://clinicaltrials.gov/study/NCT06480747,NOT_YET_RECRUITING,Healthy,OTHER: Resistance exercise training,University of Kansas Medical Center,National Strength and Conditioning Association Foundation,INTERVENTIONAL
NCT06480734,Pneumonitis in Older Lung Cancer Patients After Radiotherapy,https://clinicaltrials.gov/study/NCT06480734,NOT_YET_RECRUITING,Lung Cancer,"OTHER: symptom-based scoring system (symptom-questionnaire, paper version)",University Hospital Schleswig-Holstein,University of Southern Denmark|Medical School Hamburg,INTERVENTIONAL
NCT06480721,FET-PET-Guided Management of Pseudoprogression in Glioblastoma,https://clinicaltrials.gov/study/NCT06480721,NOT_YET_RECRUITING,Glioblastoma|Radionecrosis of Brain,OTHER: Clinical management based on the index MRI and an additional [¹⁸F] FET PET scan,Veerle Ruijters,ZonMw: The Netherlands Organisation for Health Research and Development|Curium PET France,INTERVENTIONAL
NCT06480708,Evaluation of the Ketogenic Diet to Improve Post Operative Cognitive Decline in Cardiac Surgery,https://clinicaltrials.gov/study/NCT06480708,NOT_YET_RECRUITING,Postoperative Cognitive Dysfunction,OTHER: Ketogenic diet|OTHER: Control diet,University of Missouri-Columbia,National Institutes of Health (NIH),INTERVENTIONAL
NCT06480695,Exercise Training Intensity and Nitrate Supplementation in Post-Menopausal Females,https://clinicaltrials.gov/study/NCT06480695,NOT_YET_RECRUITING,Menopause,DIETARY_SUPPLEMENT: Berkeley Life Pro Nitrate Capsules|BEHAVIORAL: High Intensity Exercise|BEHAVIORAL: Moderate Intensity Exercise,University of Virginia,,INTERVENTIONAL
NCT06480682,Relative Energy Deficiency in Sport and Dance,https://clinicaltrials.gov/study/NCT06480682,NOT_YET_RECRUITING,Relative Energy Deficiency in Sport|Bone Stress Reaction,RADIATION: Dual x-ray scan|DIAGNOSTIC_TEST: Blood screen|OTHER: Questionnaires|OTHER: Anthropometric measurements|PROCEDURE: Resting Metabolic rate|OTHER: Energy expenditure,University of Wolverhampton,,OBSERVATIONAL
NCT06480669,Impact of Intermittent Fasting and Mediterranean Diet on the Physical Health of the Elderly,https://clinicaltrials.gov/study/NCT06480669,COMPLETED,Diabetes|Hypertension|Dyslipidemias|Obesity,OTHER: Time Restricted Feeding|OTHER: Mediterranean Diet,Universidad de Zaragoza,,INTERVENTIONAL
NCT06480656,Eccentric Cycling Exercise During Pulmonary Rehabilitation Pulmonary Vascular Disease,https://clinicaltrials.gov/study/NCT06480656,RECRUITING,Eccentric Cycling Exercise,PROCEDURE: Rehabilitation with eccentric cycling exercise|PROCEDURE: normal rehabilitation,University of Zurich,,INTERVENTIONAL
NCT06480643,"Effect of Exercise Type on Muscle Quality in Patients With OA, SARC and RA: an Explorative Study",https://clinicaltrials.gov/study/NCT06480643,NOT_YET_RECRUITING,Rheumatoid Arthritis|Osteoarthritis|Sarcopenia,OTHER: High load exercise type|BEHAVIORAL: Low load exercise type,"Amsterdam UMC, location VUmc",,INTERVENTIONAL
NCT06480630,Effectiveness and Safety of a Single-Center Clinical Study on a CD25 Monoclonal Antibody-Containing GVHD Prophylaxis Scheme to Reduce the Incidence of Severe Acute GVHD After Umbilical Cord Blood Transplantation for Malignant Hematologic Diseases,https://clinicaltrials.gov/study/NCT06480630,NOT_YET_RECRUITING,Acute Graft Versus Host Disease|Malignant Hematologic Neoplasm,DRUG: Basiliximab,Anhui Provincial Hospital,,INTERVENTIONAL
NCT06480617,"Observational, Bivariate Analysis of Clinical Big Data in Patients With Cervical Cancer",https://clinicaltrials.gov/study/NCT06480617,ACTIVE_NOT_RECRUITING,Progression-free Survival Was Defined From Date of Surgery to Disease Progression Post-surgery or Death or Last Follow-up|Overall Survival Was Defined as Time From Surgery to Death From Any Cause or Last Follow-up,,Anhui Provincial Hospital,,OBSERVATIONAL
NCT06480604,Effect of a Multi-strain Probiotic on Recurrent Vulvovaginal Candidiasis,https://clinicaltrials.gov/study/NCT06480604,NOT_YET_RECRUITING,Vulvovaginal Candidiasis,DIETARY_SUPPLEMENT: Probiotic|DIETARY_SUPPLEMENT: Placebo,The Archer-Daniels-Midland Company,Vedic Lifesciences Pvt. Ltd.,INTERVENTIONAL
NCT06480591,Evaluation of the Pathobiology of CALR-mutated MPN Cells,https://clinicaltrials.gov/study/NCT06480591,NOT_YET_RECRUITING,Myeloproliferative Neoplasm,OTHER: Blood Draw,Wake Forest University Health Sciences,Atrium Health Levine Cancer Institute|Brookdale University Hospital Medical Center,OBSERVATIONAL
NCT06480578,An Integrated Intervention Using a Pill Ingestible Sensor System,https://clinicaltrials.gov/study/NCT06480578,NOT_YET_RECRUITING,HIV/AIDS|Medication Adherence|Social Determinants of Health (SDOH),BEHAVIORAL: ISS-SBDOH arm,"University of California, Los Angeles","Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center|EtectRX, Inc.|National Institute on Minority Health and Health Disparities (NIMHD)",INTERVENTIONAL
NCT06480565,A Phase 1/2 Trial of ADI-270 in ccRCC,https://clinicaltrials.gov/study/NCT06480565,NOT_YET_RECRUITING,Clear Cell Renal Cell Carcinoma,DRUG: ADI-270|DRUG: Fludarabine|DRUG: Cyclophosphamide,Adicet Therapeutics,,INTERVENTIONAL
NCT06480552,An Open-label Dose Escalation/Expansion Trial to Evaluate the Safety and Anti-tumor Activity of TEV-56278 Alone or in Combination With Pembrolizumab in Participants With Advanced or Metastatic Solid Tumors,https://clinicaltrials.gov/study/NCT06480552,RECRUITING,Advanced Solid Tumors,DRUG: TEV-56278|DRUG: Pembrolizumab,"Teva Branded Pharmaceutical Products R&D, Inc.",,INTERVENTIONAL
NCT06480539,The Effect of Nocturnal Dexmedetomidine on Postoperative Sleep Quality and Fatigue After Major Surgery in Elderly Patients: DEXSLEEP Study,https://clinicaltrials.gov/study/NCT06480539,RECRUITING,Postoperative Fatigue|Postoperative Sleep Disturbances|Surgical Stress Response,DRUG: Placebo|DRUG: Dexmedetomidine,Ziekenhuis Oost-Limburg,,INTERVENTIONAL
NCT06480526,Feasibility of Screening for Early Late Effects of Contemporary Therapy in High-Risk Neuroblastoma Survivors,https://clinicaltrials.gov/study/NCT06480526,NOT_YET_RECRUITING,High-risk Neuroblastoma,,St. Jude Children's Research Hospital,,OBSERVATIONAL
NCT06480513,Cancer Of the BReast Asanas (COBRA) Study,https://clinicaltrials.gov/study/NCT06480513,NOT_YET_RECRUITING,Breast Cancer,BEHAVIORAL: live yoga|BEHAVIORAL: live remote yoga,UMC Utrecht,World Cancer Research Fund International,INTERVENTIONAL
NCT06480500,"i-CBT and IV Ketamine for Suicidality in Treatment-Resistant Depression: A Randomized, Midazolam-Controlled Clinical Trial",https://clinicaltrials.gov/study/NCT06480500,RECRUITING,Major Depressive Disorder|Suicide|Treatment Resistant Depression,DRUG: Ketamine hydrochloride|BEHAVIORAL: i-CBT (Internet-based Cognitive Behavioural Therapy)|DRUG: Midazolam Hydrochloride,"University Health Network, Toronto",Ontario Shores Centre for Mental Health Sciences,INTERVENTIONAL
NCT06480487,Optimize Audit and feedbaCk To Implement eVidence-based prAcTices in Primary Health carE,https://clinicaltrials.gov/study/NCT06480487,NOT_YET_RECRUITING,Hypertension|Diabetes,BEHAVIORAL: Feedback provided face to face|BEHAVIORAL: Feedback provided by electronic mail|BEHAVIORAL: Feedback provided by researchers|BEHAVIORAL: Feedback provided by authoritative bodies|BEHAVIORAL: Feedback provided with peer comparision|BEHAVIORAL: Feedback provided without peer comparision,"Southern Medical University, China",,INTERVENTIONAL
NCT06480474,Internet-based Treatment for Depression,https://clinicaltrials.gov/study/NCT06480474,ENROLLING_BY_INVITATION,Depression,DEVICE: Deprexis|DEVICE: Deprexis with online forum,University of Fribourg,University of Bern|Indian Institute of Technology|Gaia AG|Haute école d'Ingénierie et d'Architecture de Fribourg,INTERVENTIONAL
NCT06480461,A Trial to Evaluate Safety and Efficacy of a Product Named VGN-R09b in Patients With Parkinson's Disease,https://clinicaltrials.gov/study/NCT06480461,NOT_YET_RECRUITING,Parkinson's Disease,DRUG: VGN-R09b,"Shanghai Vitalgen BioPharma Co., Ltd.",,INTERVENTIONAL
NCT06480448,Treadmill Training Effects on Cardiorespiratory Endurance and Constipation in Children With Cerebral Palsy,https://clinicaltrials.gov/study/NCT06480448,RECRUITING,Cardiopulmonary,OTHER: Traditional physical herapy|OTHER: Treadmill training,Riphah International University,,INTERVENTIONAL
NCT06480435,Effects of Chest Physiotherapy and Lungs Squeezing Technique in Patients With Chronic Obstructive Pulmonary Disease.,https://clinicaltrials.gov/study/NCT06480435,RECRUITING,Chronic Obstructive Pulmonary Disease,OTHER: Chest physical Therapy|OTHER: Lungs squeezing technique,Riphah International University,,INTERVENTIONAL
NCT06480422,Combined Effects Of Autogenic Drainage and Segmental Breathing Techniques in Chronic Obstructive Pulmonary Disease,https://clinicaltrials.gov/study/NCT06480422,RECRUITING,Chronic Obstructive Pulmonary Disease,OTHER: Segmental breathing technique|OTHER: autogenic drainage,Riphah International University,,INTERVENTIONAL
NCT06480409,**Virtual Reality in Student Mental Health: Solution or White Elephant?**,https://clinicaltrials.gov/study/NCT06480409,COMPLETED,Mental Health Issue,OTHER: VR Mindfulness and Stress Reduction Program,The Opole University of Technology,,INTERVENTIONAL
NCT06480396,High Versus Lower Intensity Surveillance Following Resection of Retroperitoneal Sarcoma,https://clinicaltrials.gov/study/NCT06480396,NOT_YET_RECRUITING,"Sarcoma,Soft Tissue|Sarcoma Retroperitoneal",DIAGNOSTIC_TEST: High-intensity radiological surveillance|DIAGNOSTIC_TEST: Lower-intensity radiological surveillance,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano","University of Birmingham|University Hospital Birmingham NHS Foundation Trust|Royal Marsden NHS Foundation Trust|University Hospital Padova|Campus Bio-Medico University|The Netherlands Cancer Institute|KU Leuven|Heidelberg University|Dana-Farber/Brigham and Women's Cancer Center|Emory University|Mayo Clinic|Fred Hutchinson Cancer Research Center/University of Washington Cancer Consortium|The Cleveland Clinic|M.D. Anderson Cancer Center|University of Southern California|Ohio State University|Ottawa Hospital Research Institute|McGill University|Peter MacCallum Cancer Centre, Australia|Royal Prince Alfred Hospital, Sydney, Australia",INTERVENTIONAL
NCT06480383,Study of ITI-1284 as an Adjunctive Treatment in Patients With Generalized Anxiety Disorder,https://clinicaltrials.gov/study/NCT06480383,RECRUITING,Generalized Anxiety Disorder,DRUG: ITI-1284 10 mg|DRUG: ITI-1284 20 mg|DRUG: Placbo,"Intra-Cellular Therapies, Inc.",,INTERVENTIONAL
NCT06480370,Optimization of Transcranial Motor Evoked Potentials in Supratentorial Surgeries,https://clinicaltrials.gov/study/NCT06480370,NOT_YET_RECRUITING,Surgery,DEVICE: ISIS IOM System,"Insel Gruppe AG, University Hospital Bern",,INTERVENTIONAL
NCT06480357,A Giant Myelolipoma.,https://clinicaltrials.gov/study/NCT06480357,COMPLETED,Adrenal Myelolipoma,PROCEDURE: laparoscopic adrenalectomy,Instituto Mexicano del Seguro Social,,OBSERVATIONAL
NCT06480344,Analysis of Risk Factors for Surgical Site Infections in Patients With Acute Abdomen at Hospital of State University of Haiti,https://clinicaltrials.gov/study/NCT06480344,COMPLETED,Surgical Site Infection|Post-Op Infection,,University of Haiti,Christopher Williams Valsaint|Axler Jean-Paul,OBSERVATIONAL
NCT06480331,Radiation Free Fistuloplasty is the Way Forward,https://clinicaltrials.gov/study/NCT06480331,RECRUITING,Fistulas Arteriovenous,PROCEDURE: Ultrasound-guided fistuloplasty|PROCEDURE: Fluoroscopy-guided fistuloplasty,University of Malaya,,INTERVENTIONAL
NCT06480318,"Effect of TENS of Intestınal Functıons, Pain and Analgesis Consumptıon Amount",https://clinicaltrials.gov/study/NCT06480318,NOT_YET_RECRUITING,"Colorectal Surgery|Pain, Postoperative",DEVICE: TENS,İlknur tura,,INTERVENTIONAL
NCT06480305,"Impact of Evening Snacks and Pre-Breakfast Intake on Sleep, Heart Rate Variability, and Stress Markers in Healthy Males.",https://clinicaltrials.gov/study/NCT06480305,NOT_YET_RECRUITING,Circadian Rhythm,DIETARY_SUPPLEMENT: Post dinner snack|DIETARY_SUPPLEMENT: Pre-Breakfast-1|DIETARY_SUPPLEMENT: Pre-Breakfast-2|DIETARY_SUPPLEMENT: Pre-Breakfast-3,Riphah International University,,INTERVENTIONAL
NCT06480292,"Telerehabilitation Exercise: Effects on Maternal Quality of Life, Fetal and Neonatal Health.",https://clinicaltrials.gov/study/NCT06480292,RECRUITING,Gestational Diabetes Mellitus in Pregnancy,OTHER: telerehabilitation exercise|OTHER: routine medical care,Riphah International University,,INTERVENTIONAL
NCT06480279,Assessing Fall Risk Using Transcranial Magnetic Stimulation and Quantitative Sensory Testing,https://clinicaltrials.gov/study/NCT06480279,RECRUITING,Fall,,Chulalongkorn University,,OBSERVATIONAL
NCT06480266,Influence of Protein Intake on Muscle Mass and Health-related Quality of Life During and After Radiotherapy,https://clinicaltrials.gov/study/NCT06480266,RECRUITING,Malnutrition; Cachexia,,"Charite University, Berlin, Germany",,OBSERVATIONAL
NCT06480253,Cerebral Blood Flow: Helmet vs Oronasal Mask During Continuous Positive Airway Pressure Ventilation,https://clinicaltrials.gov/study/NCT06480253,NOT_YET_RECRUITING,Ventilation Therapy,DEVICE: Helmet Continuous Positive Airway Pressure|DEVICE: Oronasal Mask Continuous Positive Airway Pressure,Papa Giovanni XXIII Hospital,,INTERVENTIONAL
NCT06480240,A Phase 1/2 Study of OBI-992 in Subjects With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06480240,RECRUITING,Advanced Solid Tumor,DRUG: OBI-992,"OBI Pharma, Inc",,INTERVENTIONAL
NCT06480227,Trial of Transurethral Bulking Agent Injection Versus Single-Incision Sling for Stress Urinary Incontinence,https://clinicaltrials.gov/study/NCT06480227,NOT_YET_RECRUITING,Stress Urinary Incontinence|Urinary Incontinence|Mixed Urinary Incontinence,DEVICE: Solyx Single-incision Sling|DEVICE: Bulkamid Transurethral Bulking Agent,NICHD Pelvic Floor Disorders Network,"Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|Duke University|Kaiser Permanente|University of California, San Diego|University of Chicago|University of Pennsylvania|University of Texas Southwestern Medical Center|Women and Infants Hospital of Rhode Island|RTI International",INTERVENTIONAL
NCT06480214,Research on Key Technology Development and Clinical Application of Small Interactive Spinal Endoscopic Surgery Robot,https://clinicaltrials.gov/study/NCT06480214,RECRUITING,Lumbar Spinal Stenosis|Lumbar Disc Herniation,PROCEDURE: endoscopic spine surgery,Beijing Jishuitan Hospital,Beijing Chao Yang Hospital|Beijing Friendship Hospital|Beijing Chaoyang Integrative Medicine Rescue and First Aid Hospital|Beijing Haidian Hospital|Emergency General Hospital|The Seventh Affiliated Hospital of Sun Yat-sen University|Guizhou Orthopedics Hospital|The Affiliated Hospital of Qingdao University|Liaocheng People's Hospital,OBSERVATIONAL
NCT06480201,Gamma Oscillations as a Prognostic Marker for Ketamine Therapy in Treatment Resistant Depression,https://clinicaltrials.gov/study/NCT06480201,RECRUITING,Healthy|Major Depressive Disorder|Treatment Resistant Depression,DRUG: Ketamine|OTHER: Saline,Baylor College of Medicine,National Institute of Mental Health (NIMH),INTERVENTIONAL
NCT06480188,Differences in Brain Network Mechanisms Between STN and GPi Deep Brain Stimulation in the Treatment of Craniocervical Dystonia,https://clinicaltrials.gov/study/NCT06480188,RECRUITING,Dystonia,DEVICE: deep brain stimulation,Anhui Provincial Hospital,"Beijing Pins Medical Co., Ltd",INTERVENTIONAL
NCT06480175,Radiofrequency Plus Superficial Cervical Plexus Block in Treatment of Cervical Spondylosis Pain,https://clinicaltrials.gov/study/NCT06480175,RECRUITING,Neck Pain|Cervical Spondylosis,PROCEDURE: cervical plexus block,Ain Shams University,,INTERVENTIONAL
